,Unnamed: 0,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
204,204,6084,Inactive,0,100.0,375.8,49.8,407.0,26,1,5,6,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl
205,205,4932,Inactive,0,100.0,341.4,58.6,368.0,25,2,4,11,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
206,206,4843,Inactive,0,100.0,142.16,63.4,167.0,10,1,2,2,C1CC(=O)N(C1)CC(=O)N
207,207,4992,Inactive,0,100.0,285.4,28.6,277.0,21,0,4,7,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
208,208,54676228,Inactive,0,100.0,331.3,108.0,611.0,23,2,6,2,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
209,209,1676,Inactive,0,100.0,194.19,78.1,268.0,14,2,3,2,CCCN1C2=C(C(=O)NC1=O)NC=N2
210,210,4748,Inactive,0,100.0,404.0,55.2,463.0,27,1,5,6,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
211,211,5917,Inactive,0,100.0,138.17,43.6,116.0,10,0,3,0,C1CCC2=NN=NN2CC1
212,212,5887,Inactive,0,100.0,320.9,31.8,285.0,21,1,3,4,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
213,213,61100,Inactive,0,100.0,234.28,121.0,159.0,15,4,6,3,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
214,214,1046,Inactive,0,100.0,123.11,68.9,115.0,9,1,3,1,C1=CN=C(C=N1)C(=O)N
215,215,4909,Inactive,0,100.0,218.25,58.2,279.0,16,2,2,2,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
216,216,4848,Inactive,0,100.0,351.4,68.8,534.0,26,1,5,2,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
217,217,24351,Inactive,0,100.0,376.9,48.8,428.0,25,1,4,6,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl
218,218,9373,Inactive,0,100.0,195.69,3.2,159.0,13,1,1,3,CN(CC#C)CC1=CC=CC=C1.Cl
219,219,4781,Inactive,0,100.0,308.4,40.6,389.0,23,0,2,5,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
220,220,6603149,Inactive,0,100.0,299.8,12.0,296.0,21,2,1,4,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl
221,221,4850,Inactive,0,100.0,298.34,50.7,356.0,22,0,6,3,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
222,222,4913,Inactive,0,100.0,235.33,58.4,221.0,17,2,3,6,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
223,223,4938,Inactive,0,100.0,306.36,75.5,454.0,22,0,4,7,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C
224,224,5795,Inactive,0,100.0,272.77,55.6,222.0,18,2,4,7,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl
225,225,5702242,Inactive,0,100.0,329.35,103.0,344.0,24,3,7,3,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\\C(=O)O)\\C(=O)O
226,226,3001055,Inactive,0,100.0,314.41,112.0,347.0,21,2,7,9,CN/C(=C\\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
227,227,5070,Inactive,0,100.0,234.2,76.4,238.0,15,1,7,1,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
228,228,5073,Inactive,0,100.0,410.5,61.9,731.0,30,0,6,4,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
229,229,68712,Inactive,0,100.0,180.25,33.6,219.0,13,1,2,4,C1CC1C(C2CC2)NC3=NCCO3
230,230,5095,Inactive,0,100.0,260.37,32.299,287.0,19,1,2,7,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
231,231,445154,Inactive,0,100.0,228.24,60.7,246.0,17,3,3,2,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
232,232,56959,Inactive,0,100.0,427.5,74.3,531.0,31,2,6,9,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
233,233,37542,Inactive,0,100.0,244.2,144.0,304.0,17,4,7,3,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
234,234,5268,Inactive,0,100.0,379.5,54.0,557.0,28,1,5,3,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4
235,235,5253,Inactive,0,100.0,272.37,86.8,330.0,18,3,5,6,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
236,236,5335,Inactive,0,100.0,314.4,98.4,451.0,22,2,5,4,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
237,237,131746,Inactive,0,100.0,248.15,42.2,180.0,15,2,3,1,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl
238,238,72124,Inactive,0,100.0,284.32,102.0,495.0,21,3,4,4,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N
239,239,5233,Inactive,0,100.0,514.5,152.0,743.0,36,0,12,15,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C
240,240,2083,Inactive,0,100.0,239.31,72.7,227.0,17,4,4,5,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
241,241,8515,Inactive,0,100.0,220.23,45.8,343.0,17,1,2,0,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
242,242,5265,Inactive,0,100.0,395.5,52.6,577.0,29,1,5,6,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
243,243,1548887,Inactive,0,100.0,356.4,73.6,616.0,25,1,5,4,CC\\1=C(C2=C(/C1=C\\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
244,244,3448,Inactive,0,100.0,140.14,50.4,210.0,10,2,3,0,C1CNCC2=C1C(=O)NO2
245,245,656665,Inactive,0,100.0,284.35,45.3,400.0,21,1,3,3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
246,246,24871267,Inactive,0,100.0,340.8,69.0,366.0,23,2,5,8,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC.Cl
247,247,5387,Inactive,0,100.0,370.5,84.1,552.0,26,1,5,2,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
248,248,5426,Inactive,0,100.0,258.23,83.6,449.0,19,1,4,1,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
249,249,5702214,Inactive,0,100.0,364.9,84.1,443.0,23,2,5,8,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl
250,250,1123,Inactive,0,100.0,125.15,88.8,120.0,7,2,4,2,C(CS(=O)(=O)O)N
251,251,5454,Inactive,0,100.0,443.6,77.5,711.0,30,0,6,5,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
252,252,3117,Inactive,0,100.0,296.5,121.0,201.0,16,0,4,7,CCN(CC)C(=S)SSC(=S)N(CC)CC
253,253,5610,Inactive,0,100.0,137.18,46.2,87.3,10,2,2,2,C1=CC(=CC=C1CCN)O
254,254,5429,Inactive,0,100.0,180.16,67.2,267.0,13,1,3,0,CN1C=NC2=C1C(=O)NC(=O)N2C
255,255,864,Inactive,0,100.0,206.3,87.9,150.0,12,1,4,5,C1CSSC1CCCCC(=O)O
256,256,62935,Inactive,0,100.0,408.3,42.4,611.0,27,1,4,5,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
257,257,2052,Inactive,0,100.0,186.17,88.0,313.0,14,2,4,1,C1=CC(=C(C=C1C=C(C#N)C#N)O)O
258,258,2061,Inactive,0,100.0,202.17,108.0,329.0,15,3,5,1,C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N
259,259,1359,Inactive,0,100.0,212.17,17.8,217.0,15,0,4,1,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2
260,260,8695,Inactive,0,100.0,300.82,41.6,249.0,20,2,4,9,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl
261,261,5578,Inactive,0,100.0,290.32,106.0,307.0,21,2,7,5,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
262,262,54840,Inactive,0,100.0,291.8,21.3,237.0,20,2,2,6,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl
263,263,671690,Inactive,0,100.0,314.2,29.5,355.0,20,0,3,3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl
264,264,5452,Inactive,0,100.0,370.6,57.1,432.0,25,0,4,4,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
265,265,5405,Inactive,0,100.0,471.7,43.7,582.0,35,2,3,9,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
266,266,5593,Inactive,0,100.0,284.35,53.4,310.0,21,1,3,6,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
267,267,5639,Inactive,0,100.0,387.5,68.4,588.0,28,1,6,7,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
268,268,2435,Inactive,0,100.0,292.13,62.2,308.0,17,2,3,2,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
269,269,2520,Inactive,0,100.0,454.6,64.0,606.0,33,0,6,13,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
270,270,5665,Inactive,0,100.0,129.16,63.3,112.0,9,2,3,4,C=CC(CCC(=O)O)N
271,271,2998,Inactive,0,100.0,293.4,58.6,283.0,21,2,3,10,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
272,272,5707,Inactive,0,100.0,220.34,49.7,230.0,15,1,2,2,CC1=C(C(=CC=C1)C)NC2=NCCCS2
273,273,155774,Inactive,0,100.0,339.39,103.0,358.0,24,4,6,8,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O
274,274,5282386,Inactive,0,100.0,280.83,24.4,302.0,19,2,1,3,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
275,275,5723,Inactive,0,100.0,268.22,59.9,398.0,19,1,6,4,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F
276,276,6100,Inactive,0,100.0,414.4,65.6,349.0,24,0,3,3,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
277,277,31195,Inactive,0,100.0,288.85,121.0,206.0,13,2,6,2,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+]
278,278,23663954,Inactive,0,100.0,275.23,66.2,339.0,20,0,4,3,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+]
279,279,71399,Inactive,0,100.0,445.9,103.0,542.0,31,2,7,4,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O
280,280,23681233,Inactive,0,100.0,481.4,89.5,544.0,31,1,4,14,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+]
281,281,60196260,Inactive,0,100.0,305.37,118.0,265.0,21,4,7,3,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O
282,282,11953895,Inactive,0,100.0,297.95,139.0,119.0,17,2,14,0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]
283,283,54670067,Inactive,0,100.0,176.12,107.0,232.0,12,4,6,2,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
284,284,135445761,Inactive,0,100.0,172.61,36.5,125.0,11,1,3,1,C[N+]1=CC=CC=C1/C=N/O.[Cl-]
285,285,5284486,Active,53,0.05525119999999999,284.4,20.2,523.0,21,1,1,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(C#C)O)CCC4=CCCC[C@H]34
286,286,5883,Inactive,0,100.0,420.3,35.5,426.0,26,0,4,7,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-]
287,287,5892,Inactive,0,100.0,663.4,321.0,1120.0,44,7,18,11,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
288,288,3440,Inactive,0,100.0,330.74,131.0,481.0,21,3,7,5,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
289,289,4174,Inactive,0,100.0,226.27,42.8,275.0,17,0,3,3,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
290,290,5905,Inactive,0,100.0,354.1,99.1,386.0,17,3,5,2,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O
291,291,45105092,Inactive,0,100.0,716.6,59.1,686.0,42,0,6,17,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC=C1[N+](C)(C)C)C(=O)OC2=CC=CC=C2[N+](C)(C)C.[Br-].[Br-]
292,292,4911,Inactive,0,100.0,285.36,83.1,374.0,19,1,5,7,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
293,293,5324,Inactive,0,100.0,214.25,133.0,307.0,14,3,4,2,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N
294,294,5995,Active,87,0.00422353,344.5,43.4,621.0,25,0,3,3,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
295,295,5342,Inactive,0,100.0,404.5,76.9,571.0,29,0,4,6,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
296,296,4993,Active,46,5.35378,248.71,77.8,243.0,17,2,4,2,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
297,297,6009,Inactive,0,100.0,231.29,26.8,343.0,17,0,3,2,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
298,298,4055,Inactive,0,100.0,172.18,34.1,289.0,13,0,2,0,CC1=CC(=O)C2=CC=CC=C2C1=O
299,299,3759,Inactive,0,100.0,231.25,67.2,254.0,17,2,4,4,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
300,300,938,Inactive,0,100.0,123.11,50.2,114.0,9,1,3,1,C1=CC(=CN=C1)C(=O)O
301,301,6047,Active,51,2.78822,197.19,104.0,209.0,14,4,5,3,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
302,302,6048,Inactive,0,100.0,196.67,24.4,169.0,13,2,1,2,C1CN=C(N1)CC2=CC=CC=C2.Cl
303,303,60196261,Inactive,0,100.0,394.5,234.0,248.0,24,6,10,3,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O
304,304,1349907,Inactive,0,100.0,114.17,47.4,119.0,7,1,1,0,CN1C=CNC1=S
305,305,2206,Inactive,0,100.0,188.23,23.6,267.0,14,0,2,1,CC1=CC(=O)N(N1C)C2=CC=CC=C2
306,306,6093,Inactive,0,100.0,214.2,119.0,268.0,14,1,5,1,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-]
317,317,6166,Active,71,0.0875673,330.5,54.4,606.0,24,1,3,2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C
319,319,6231,Active,60,0.0036225000000000003,298.4,37.3,606.0,22,1,2,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4
336,336,6741,Active,58,0.0194938,374.5,94.8,754.0,27,3,5,2,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
367,367,5344,Active,47,19.7391,267.31,107.0,374.0,18,2,6,3,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
386,386,9051,Active,54,0.43887600000000004,312.4,34.1,628.0,23,0,2,1,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C
393,393,224246,Active,67,0.0149856,420.5,101.0,879.0,30,2,7,4,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O
396,396,9878,Active,70,0.001,376.5,74.6,787.0,27,2,5,1,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
449,449,236702,Active,52,1.55719,434.5,101.0,910.0,31,2,7,4,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C
467,467,16490,Active,62,0.0391149,410.5,94.8,839.0,29,3,7,2,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
469,469,443935,Active,61,0.00256454,306.5,45.5,465.0,21,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@H]4[C@@]3(C[C@@H]5[C@H](C4)S5)C
475,475,247839,Active,71,0.00842704,344.5,54.4,650.0,25,1,3,1,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C
479,479,3634,Active,47,13.4481,356.5,77.9,443.0,25,2,5,7,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O
534,534,6473881,Active,48,12.6958,248.32,38.8,437.0,18,0,3,0,C/C/1=C\\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
550,550,108013,Active,51,7.5624199999999995,414.56,58.3,259.0,19,4,3,3,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl
570,570,5282493,Active,60,0.15089,495.0,80.7,982.0,34,1,6,5,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)COC(=O)C(C)(C)C)C)O)Cl)C)F
585,585,3334,Active,50,0.287746,299.3,92.3,363.0,21,2,4,4,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
620,620,6714002,Active,51,0.09099310000000001,488.6,116.0,982.0,35,1,8,9,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC
656,656,636374,Active,55,0.188658,521.0,107.0,1030.0,36,1,7,8,CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC
725,725,23671691,Active,56,3.6225,396.6,77.4,713.0,27,1,4,3,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)[O-])O)C.[K+]
769,769,5282494,Active,58,0.0952052,446.6,101.0,832.0,32,2,6,7,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO
780,780,440707,Active,67,0.00393847,346.5,74.6,652.0,25,2,4,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
781,781,222757,Active,54,4.25266,376.5,46.5,582.0,28,1,3,3,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5
786,786,71414,Active,61,0.0145209,494.5,107.0,1050.0,35,1,9,6,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F
787,787,5952,Active,74,0.0301065,372.5,60.4,707.0,27,0,4,4,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
790,790,5753,Active,61,0.291709,346.5,74.6,638.0,25,2,4,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O
792,792,9324,Active,48,1.27575,404.9,60.4,827.0,28,0,4,3,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C
794,794,5754,Active,62,0.010264200000000001,362.5,94.8,684.0,26,3,5,2,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
799,799,5311067,Active,55,3.01065,376.5,74.6,757.0,27,2,5,2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C
801,801,6128,Active,65,0.172013,286.4,34.1,546.0,21,0,2,0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
803,803,30323,Active,59,0.952052,527.5,186.0,960.0,38,5,11,4,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
880,880,62960,Active,49,20.5113,512.5,163.0,863.0,35,3,13,3,CS(=O)(=O)O.C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
909,909,5865,Active,58,0.13280999999999998,358.4,91.7,764.0,26,2,5,2,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
919,919,2724385,Active,49,0.1028,780.9,203.0,1450.0,55,6,14,7,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
947,947,10635,Active,69,0.00329688,290.4,37.3,459.0,21,1,2,0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
949,949,10204,Active,89,0.00189959,288.4,37.3,508.0,21,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
959,959,16682730,Active,54,6.36298,336.74,26.3,130.0,11,0,2,3,CC(=O)O[Hg]C1=CC=CC=C1
977,977,667493,Active,50,3.79019,142.18,73.2,197.0,9,2,2,0,CC1=CC(=O)NC(=S)N1
1011,1011,14710,Active,52,2.17761,394.3,55.9,419.0,25,2,3,2,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]
1018,1018,5281034,Active,58,0.0814027,332.5,57.5,596.0,24,2,3,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C
1029,1029,637511,Active,47,18.9959,132.16,17.1,121.0,10,0,1,2,C1=CC=C(C=C1)/C=C/C=O
1032,1032,5757,Active,54,1.7373900000000002,272.4,40.5,382.0,20,2,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
1034,1034,5284416,Active,50,2.68325,271.5,0.0,0.0,3,0,2,0,[Cl-].[Cl-].[Hg+2]
1108,1108,6238,Active,72,0.00128805,330.5,54.4,635.0,24,1,3,1,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
1110,1110,636362,Active,62,0.848517,534.0,177.0,912.0,37,6,10,3,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl
1148,1148,73093,Active,48,23.9145,369.3,97.6,414.0,22,3,5,9,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl.Cl
1179,1179,13791,Active,52,4.09255,356.5,46.5,518.0,26,1,3,5,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C
1185,1185,6279,Active,56,0.258222,386.5,60.4,767.0,28,0,4,3,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
1188,1188,6230,Active,58,0.00223835,298.4,37.3,594.0,22,1,2,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1193,1193,5755,Active,60,0.029736000000000002,360.4,94.8,724.0,26,3,5,2,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
1194,1194,5834,Active,58,0.197391,402.5,101.0,827.0,29,2,6,4,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
1197,1197,16684434,Active,48,1.54845,404.82,65.4,180.0,14,0,3,3,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
1198,1198,31307,Active,46,12.4545,394.4,115.0,807.0,28,4,7,2,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
1221,1221,9818306,Active,53,2.68325,314.4,46.5,476.0,23,1,3,2,CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C
